Case Number,Status,Age (Days),Description,Summary,Distinct Capabilities Matched,Fit,Urgency,Priority
00005431,Closed,137,"Now that the assessment process is complete, Tracy and Cathy are unsure of how to go about creating a form intake process and prioritizing their analytics efforts.",No description provided.,N/A,1,1,1
00005517,Closed,27,Integrate GenAI/LLMs technologies into time series/classification models. - Is this a good idea? Or are they looking at sub-optimal results when the models are more general - What established literature review exists in the space? - Any success stories of companies deploying the models in similar domains? How did they do it? Availability for expert conversation: Friday 3/14 2-5 CST Tuesday 3/18 230-5 CST Friday 3/21 2-5CST,No description provided.,N/A,1,1,1
00005892,Expired,49,"In addition to operational efficiency, Ryan is eager to explore how AI can enhance insight development and quality control, including the use of AI for peer review, presentation evaluation, and insight validation against established best practices. He is seeking conversations with practitioners who have successfully implemented AI in similar environments to help him identify quick wins, blind spots, and high-ROI use cases he may not yet be seeing. Rather than waiting on formal strategy or governance to fully materialize, Ryan wants exposure to real-world examples and expert perspectives that can inform immediate action within existing tools (Copilot).",No description provided.,N/A,1,1,1
00005891,Expired,49,"Ryan would like support in driving intentional, standardized AI implementation across his operations team in 2026. While AI tools are already being used informally, usage is inconsistent and ad hoc, leading to variable outputs and missed efficiency gains. Ryan wants to move beyond experimentation and POCs and instead focus on practical, scalable applications- particularly in areas like business requirements documentation, project planning, project management, and insight generation. His goal is to establish best practices (ie.standardized prompts, workflows, and quality checks) that reduce variability while improving productivity and consistency across teams.",No description provided.,N/A,1,1,1
00005754,Expired,46,Upcoming Workshop: An internal workshop is planned for the week of September 24th and Romy would like to meet with Brad the week prior to align on thinking and get a ?pep talk? before the session.,No description provided.,N/A,1,1,1
00005888,Closed,38,"Larry would like support to help introduce and socialize a client journey?oriented perspective within Schwab (an organization that is not currently structured around journeys). While his team produces strong survey-based insights and metrics, the broader company lacks a shared framework for understanding client experiences end to end. Larry recognizes that journey analytics is a long-term, multi-year evolution that will require cross-functional alignment, leadership buy-in, and integration beyond survey data alone. In the near term, his goal is not to build a fully mature journey program, but to spark awareness, curiosity, and conversation by reframing existing data in a way that aligns more closely with how clients actually experience the business. Ideally, he is looking for guidance on how to organize and present current feedback and insights through a journey lens to help stakeholders move beyond isolated complaints and toward understanding broader processes and experiences that drive loyalty and behavior. He is interested in learning from peers and experts who have taken early, practical steps toward journey-based thinking- such as identifying low-hanging fruit, structuring early journey views, and using storytelling to influence engagement. This support would help his team champion a mindset shift, demonstrate the value of journey-oriented insights, and gradually build momentum across the organization without requiring immediate, large-scale transformation.",No description provided.,N/A,1,1,1
00005631,Closed,0,Sample inquiry for Julien with Keyur Desai,No description provided.,N/A,1,1,1
00005580,Closed,27,"Elissa expressed interest in finding job descriptions for analytics translator roles to help guide how she structures her team for the next phase of work. She is looking to better understand how others are defining and positioning this role within their organizations. Additionally, she asked if we know of anyone who could share an example job description or provide insight into how they?ve approached building this type of capability on their teams. Elissa touched on this during her inquiry with JP Snow.",No description provided.,N/A,1,1,1
00005904,Closed,39,"Email from Karthik: Hello Olvia & Sarah ? hope all is well. I have a quick question for IIA on recommendations and industry best practices on building a KPIs dashboard. We are working on a large initiative to build a supply chain KPI dashboard for the SVP of Supply Chain in <CLIENT>. The challenge here is that the dashboard has several metrics like On Time Delivery (customer & Supplier), backlog of orders, inventory, forecast accuracy, shortages, PPV etc. As you can imagine, the data is summarized from several data sources across businesses to aggregate at the highest level and showing a trend month over month. The ask is to drill <CLIENT>n to a part level and drill up to a business metric level seamlessly which is aggregation and disaggregation of millions of records on-the-fly. Question ? how are other companies doing this? From a technology perspective, what is the best solution? Looking forward to recommendations. Thanks & Regards,",No description provided.,N/A,1,1,1
00005733,Closed,22,Francis has requested that we connect him with someone who can share with him their KPIs for Agile teams and help him brainstorm what KPIs they should be focusing on at <CLIENT> for Agile teams.,No description provided.,N/A,1,1,1
00005468,Closed,13,"<CLIENT> wants to focus less on delivering technology and more on helping leaders (organizational decisions) with leadership coaching- Brad Schwartz- He would like to move away from asking ""can you take on more workload"" he feels that this is all of what he is asking and his team is suffering. Availability: 27, 28th- anytime (9-11) Friday 10-12 cst or afternnon",No description provided.,N/A,1,1,1
00005419,Expired,171,"Elissa is seeking leadership coaching to help her navigate her role as a leader of leaders within her organization. She?s balancing responsibilities between managing managers and leading a team, which sometimes leads to unclear role boundaries and accountability challenges. Elissa is particularly interested in leadership coaching that can help her refine delegation techniques, especially in terms of providing clear expectations while maintaining oversight. She also expressed interest in learning how to take leadership advice and apply it authentically to her own style, especially in analytics settings.",No description provided.,N/A,1,1,1
00005525,Expired,151,Balaji and a colleague could benefit from leadership coaching (Brad Schwartz). Reach out to Brad to set up a coaching session for him.,No description provided.,N/A,1,1,1
00005639,Closed,40,"Marisa is currently leading performance reviews, onboarding new team members, and looking to strengthen her leadership communication skills. Her key focus areas include improving team motivation, maintaining quality control, and executing more effectively within agile frameworks?all within the context of her analytics organization. She is seeking leadership coaching to help her: Motivate and engage her analytics team while operating in an agile environment. Set clear, realistic, and incremental goals for analytics projects. Implement light-touch validation processes that ensure quality without creating unnecessary overhead for her team.",No description provided.,N/A,1,1,1
00005664,Closed,38,"Scott is transitioning into a hybrid leadership role at <CLIENT>, where he will oversee both a ~10-person analytics team and a larger warranty business team. His primary objective is to bridge the gap between technical analytics functions and broader business operations, with a long-term aspiration to move into a division or function-level leadership role that leverages data, AI, and strategic thinking. Currently, he is focused on building a thoughtful 30/60/90-day plan centered on stakeholder engagement and team relationship-building. Scott is seeking support in two key areas: (1) guidance on navigating and balancing this dual leadership structure, and (2) introductions to peer leaders who have successfully led similar cross-functional roles. He?s particularly interested in learning how others have scaled analytics capabilities while leading business functions, and is open to mentorship to help inform his approach.",No description provided.,N/A,1,1,1
00005836,Closed,43,"Kristen manages a team of 25 people at <CLIENT> Health. Over the past year, her team has faced many of the challenges and pressures impacting health care organizations across the industry. She is hoping to connect with a leader who can help her explore strategies to re-energize her team, maintain motivation, and lead with empathy during this period of transition.",No description provided.,N/A,1,1,1
00005745,Expired,55,"<CLIENT> is leading a complex organizational transition involving the offshoring of analytics and data science roles to Hyderabad, which includes knowledge transfer, prioritization of work, and team restructuring. He is struggling to gain full alignment and engagement from his managers, many of whom are still emotionally and strategically focused on what their teams have lost, rather than on enabling the new teams for success. The slow progress in creating prioritized, structured training materials and backlogs for the Hyderabad team risks underutilizing offshore resources and creating long-term delivery gaps. <CLIENT> is seeking tactical and psychological support: proven frameworks or peer insights from organizations that have successfully navigated similar transitions, prioritization strategies to avoid fragmented execution, and third-party facilitation to help shift the mindset of his team from resistance to solution-oriented collaboration.",No description provided.,N/A,1,1,1
00005378,Closed,19,"<CLIENT> is exploring how to best utilize his resources, particularly his data scientists, to drive greater value for his business. He is interested in learning how other B2C companies leverage their data scientists, specifically in terms of gaining insights into comparison groups and applying new techniques and methodologies. <CLIENT> is seeking guidance on how to optimize his data science team's capabilities and improve their impact on business outcomes.",No description provided.,N/A,1,1,1
00005462,Closed,46,"<CLIENT> loved hearing Todd's perspective, but he also likes to have multiple perspectives before he acts on something. He would like to meet with a second expert on this topic. <CLIENT> Cravens is exploring how to best utilize his resources, particularly his data scientists, to drive greater value for his business. He is interested in learning how other B2C companies leverage their data scientists, specifically in terms of gaining insights into comparison groups and applying new techniques and methodologies. <CLIENT> is seeking guidance on how to optimize his data science team's capabilities and improve their impact on business outcomes.",No description provided.,N/A,1,1,1
00005755,Expired,153,"Romy and her team are initiating a Lifecycle Management Initiative and are seeking expert support to help shape and accelerate this effort. The team has reached a pivotal point where they?ve made significant progress on program management and data readiness and are now looking to lean more intentionally into the analytics side of the work. With data now in place, their focus is shifting toward extracting insights that can drive better decision-making and more strategic lifecycle planning. Romy has an interest in connecting with an expert who has deep experience with lifecycle management in other organizations, particularly someone who understands how to operationalize analytics in a way that supports lifecycle strategies and aligns with broader program goals.",No description provided.,N/A,1,1,1
00005855,Closed,61,"Email from Val: On a separate note, we are currently designing a new process to manage the end-of-lifecycle for a high volumes of registered AI use cases without compromising risk visibility. We now have over 600 approved AI use cases, each with an approved lifecycle of either six months or one year. We'd be very interested in learning more about the best AI governance practices for managing this lifecycle phase. If you know any experts in your network whom I could talk to this about, please let me know.",No description provided.,N/A,1,1,1
00005370,Closed,69,"The team is evaluating strategies for leveraging low-cost or best-cost countries for data and analytics work, focusing on balancing cost-effectiveness with technical expertise and time zone alignment. They are particularly interested in understanding successful approaches to offshoring and nearshoring, with attention to operations in regions like India, Brazil, and Mexico. Insights into best practices for team integration, communication, and quality assurance in these contexts are critical for their decision-making process. Update as of <MD>h 2025: 1. What are other companies doing for advanced analytics- lower cost country, where are they going and what levels of success are they having - general industry trends- general trends that people are working towards, pros and cons- they feel that having ovelaping time zone is a big thing here - Ryan Sousa . Traditionally they have had low cost in India but they sense a trend towards Brazil Availability: For meeting with Ryan Sousa CST 12TH 3 PM 13th 10 am 14th 10 am, 11 am, 1pm 17th 11am, 3:30 om",No description provided.,N/A,1,1,1
00005592,Expired,108,"Jason is managing a newly assigned, high-stakes initiative involving the replacement of a 40-year-old TPF mainframe system. The proposed architecture, led by a third-party consultancy, involves a multi-cloud data strategy (AWS and Azure), a federated analytics approach using Microsoft Fabric, and the creation of new operational and analytics data layers. Jason expressed skepticism based on previous testing, performance concerns, and the complexity of the proposed solution. He is seeking expert guidance to validate or challenge the strategy, flag potential risks, and recommend alternatives if needed.",No description provided.,N/A,1,1,1
00005574,Closed,49,"Elizabeth is currently the most senior data leader at her organization but does not sit at the executive decision-making table. She is exploring the potential value of introducing a Chief Data Officer (CDO) role and is seeking strategic support in building a case for it. Specifically, she wants to understand how the CDO role functions in both healthcare and other industries, including the scope, reporting structure, and value delivered. Elizabeth's goal is to advocate for a role that would allow for more proactive data leadership and alignment with organizational strategy. Support Requested: Insights from seasoned CDOs or experts who have created CDO roles Examples of how CDO roles are structured and justified Talking points and strategies to present the case to senior leadership",No description provided.,N/A,1,1,1
00005447,Closed,18,"New priority for Dawn after the re-org. They use Tableau, Alteryx, and PowerBI. Most companies have like 12 or BI vendors, per Gartner. There's no rhyme or reason as it stands today. It's randomized. Which should they be using for what?",No description provided.,N/A,1,1,1
00005454,Expired,205,"Used to not pay anything, now they have a $10K bill per month. They move about 50 data flows, how to deal with budgeting in cloud with Azure and Databricks. How can he can he better manage costs.",No description provided.,N/A,1,1,1
00005511,Closed,55,"Korri would also like to meet with Brad Schwartz for leadership coaching on the ""personal side"" as he is supporting multiple virtual teams as a leader and would like to learn some skills on how he could be better leading these team. He would like to have this engagement in the next month or so.",No description provided.,N/A,1,1,1
00005817,Closed,121,"Marisa is looking to deepen her strategic thinking, particularly as it relates to understanding and anticipating how geopolitical and trade policy shifts, such as changes in tariffs, impact global supply and demand flows. She is exploring how markets redirect sourcing and distribution, and is interested in perspectives that can help her interpret early signals of these changes and their implications on long-term planning. As she faces increasing pressure to forecast for 2026 and 2027, Marisa is looking for ways to move beyond reactive, short-term planning and into more confident, structured scenario thinking. She?s less focused on technical forecasting models and more interested in strategic prioritization- how to identify what?s most important, what?s likely to remain constant, and where disruption may require new thinking. Marisa knows that this is a bit of a nebulous and ""out there request and is interested in seeing if we can offer her support here.",No description provided.,N/A,1,1,1
00005545,Closed,15,Master Data Management Strategy document to set our vision for managing data on campus and setting boundaries with I/T.,No description provided.,N/A,1,1,1
00005862,Closed,80,"<CLIENT> is trying to measure what she describes as ?full-stack debt?- the combined impact of technical debt, data debt, analytics/model debt, and the often-overlooked human debt that accumulates when processes, documentation, and organizational knowledge fail to keep pace with growth and change. While <CLIENT> currently tracks operational technical debt, this narrow lens fails to capture the broader ecosystem of process inefficiencies, misaligned documentation standards, and human-driven disruptions that meaningfully affect the performance, quality, and sustainability of their analytics work. She believes this issue will become increasingly urgent as automation and AI accelerate the rate at which debt compounds. <CLIENT> would like our support in understanding how other advanced analytics organizations are approaching this challenge, identifying best practices for measurement, and exploring the possibility of forming a peer cohort with organizations like <CLIENT>, <CLIENT>, and <CLIENT> who voiced similar concerns at recent IIA sessions. She is particularly interested in existing practitioner research, frameworks, and expert conversations that can guide <CLIENT> in establishing a holistic, scalable way to quantify and manage data and analytics debt across the enterprise.",No description provided.,N/A,1,1,1
00005653,Expired,100,We have several ?interventions? that we deliver (eg patient financial grant) that we are working to define and implement a more robust and methodical way to effectively measure the effectiveness (impact) of the intervention.  This is all new for us at <CLIENT> and while we have team members that have some great data science skills there are a lot of nuances in the healthcare space.  A bigger way to frame this is around creating a culture of experimentation in a way that we can measure the result and decision off of the data.,No description provided.,N/A,1,1,1
00005563,Closed,15,"Email from Liza: @Callie Cobbs, who is on our Advanced Analytics & Automation team is looking for white papers or information for setting up metrics to measure Operational Excellence in restaurants, or perhaps more broadly? the retail, restaurant, service and hospitality industry. The goal is to establish Operations Insights and Strategy informed by learning we can obtain based on measurements and tools that others in the industry have successfully implemented. We greatly appreciate any learning in this area. Additionally, if there is an expert that we can talk to, please let us know.",No description provided.,N/A,1,1,1
00005463,Closed,33,"One thing that was of interest was the concept of measuring ROI, speed to insight, and other KPIs that show analytic impact. This to me could be worthy of a deeper dive, as identifying the right metrics and targets can help to create alignment across complex org structures.",No description provided.,N/A,1,1,1
00005415,Closed,61,"-As it pertains to Data Science & Engineers, but also BI Analytics. This is a collaborative effort between her (BI) and Joy (who leads the data scientists and engineers). -BI Maturity -Joy gets back into the office next week so she can pick up on the topic with Olivia and confirm if we can share the slides. -Advancing the BI team's capabilities. What does success look like? Do we have consistent validation practices? Have we proved our worth to leadership and stakeholders? Dollars saved, efficiency, etc. -This would be a good gage for their team internally, but it would also help them prove their value with leaders.",No description provided.,N/A,1,1,1
00005794,Closed,18,"<CLIENT>ron is looking for support to evolve and strengthen their existing metadata management program. While the current framework is well-established, there is recognition that it needs to continue maturing to meet the demands of their broader data strategy. He is interested in learning how other organizations have successfully approached metadata management, particularly through research insights or client success stories. At this stage, <CLIENT>ron is open to both content and expert guidance that can provide perspective on best practices, future-state capabilities, and areas for optimization within metadata programs.",No description provided.,N/A,1,1,1
00005810,Closed,62,"Scott is hoping for guidance on how to better connect the work of his analytics team to tangible business outcomes, particularly in the context of performance management and goal setting. While his team consistently delivers strong insights, there is a common gap, which is that real business value is only realized when those insights are acted upon by stakeholders. As the team enters its FY2026 goal-setting period, Scott wants to ensure that analytics goals are more objective, value-focused, and aligned to cross-functional impact. To elevate accountability and performance, Scott is looking for expert guidance in three key areas: 1. Attributing value in initiatives where business outcomes rely on both analytics outputs and stakeholder execution 2. Setting metrics-based goals that are meaningful, measurable, and reflect real contribution 3. Learning from analytics leaders who have successfully embedded value metrics into individual and team performance reviews. He?s especially interested in understanding how others have handled attribution in shared ownership scenarios and how to maintain accountability without creating friction across teams. - He would likely hope to include Mike and Chelsea from him team in this case.",No description provided.,N/A,1,1,1
00005707,Closed,27,"Jared is looking to connect with an expert on establishing meaningful and industry-aligned performance metrics for his data development teams, which include data engineers, analysts, and visualizers. While his team currently uses an internal scorecard, he?s looking to validate and enhance it with best practices from across the industry. He wants to identify the right metrics to measure delivery output, team efficiency, and the overall impact of the team?s work. The goal is to develop a clear, defensible set of metrics that can be used both to drive internal team performance and to demonstrate value to leadership and stakeholders who fund the team?s work. Jared is open to sharing his current framework in advance of a conversation.",No description provided.,N/A,1,1,1
00005547,Closed,14,Lyle is looking to connect with an expert for experience sharing What's your experience with it? What are your thoughts? What do you like/not like.,No description provided.,N/A,1,1,1
00005825,Closed,105,"Email from Liza: Hi Olivia, I enjoyed our conversation this week and am looking forward to the November 12th meeting. As a follow-up, as we continue <CLIENT>n our AI and Agentic AI journey, I have an inquiry for you about Model Context Protocol (MCP). Does IIA have any research papers on MCP that your are able to share with me? Additionally, we are exploring creating an MCP Server and would welcome an opportunity to have a conversation with an expert in this space. We are curious about server setup, challenges, mitigating risks and if possible, hearing about success stories. I understand that information in this space may be limited or a work in progress. Many thanks in advance! Liza",No description provided.,N/A,1,1,1
00005471,Closed,18,"Kevin discussed challenges related to the ownership of models throughout their lifecycle, especially focusing on the handoff between teams (data scientists and production teams). He emphasized the need for continuous model ownership, particularly around model drift and business changes. He emphasized the need to address the data aspect here as the data inputs frequently are changing. What Kevin hopes to take away from this conversation: 1. What is the delineation of responsibility amongst teams 2. Are there operational things to consider? Ex. process vs tools",No description provided.,N/A,1,1,1
00005562,Expired,156,"Siva, who oversees architecture, data management, and supply chain analytics at <CLIENT>, is exploring several key areas in technology and data strategy. He is focused on the evolution of integration technologies within the aerospace industry, specifically looking at how <CLIENT> should modernize its legacy systems, such as EDI and MQ Series, and migrate towards more advanced solutions. In this context, he is particularly interested in cloud-agnostic data pipelines and strategies for hybrid environments that combine on-premises and cloud systems. Additionally, Siva is working on standardizing machine learning frameworks across multiple business functions at <CLIENT>, including manufacturing, supply chain, finance, engineering, HR, and marketing. He is also seeking insights into the virtual agent space, wanting to understand market leaders and innovations in this area. Expert conversations on these topics would help Siva define <CLIENT>?s strategy for adopting new technologies, modernizing infrastructure, and improving data management practices. Siva recognizes that there are a lot of conversation points here, and he is hoping to engage with multiple IIA experts on all of this.",No description provided.,N/A,1,1,1
00005412,Closed,7,"-She is going to move from being an individual contributor to a group leader in risk analytics. No formal announcements and changes have been made just yet so she has to sit on her hands. She is still on the loss forecasting side. She's looking at risk management. They have to think about the world they are in today, and looking at the world they think they will be in tomorrow. i.e. CECL, IFRS9 regulations, making sure they're still in compliance. -She's mentoring others right now as well, and wants to make sure she doesn't drop the ball on that. How do I broaden my network and area of expertise so that I can support the work of other people? What does this group become in the short term and the long term? This will all go into effect in the beginning of February. Two weeks until the formal announcement.",No description provided.,N/A,1,1,1
00005711,Expired,146,"Vance is hoping to get strategic guidance on evolving his organization?s data platform to support a multi-cloud environment without requiring extensive data movement. His team manages the core data infrastructure, including their Databricks environment and internal S3-based data lake. As the business grows, they anticipate the need to integrate additional analytics tools and storage solutions that may reside in other cloud ecosystems. Vance is exploring ways to enable this interoperability efficiently, maintaining performance and governance while minimizing cost and complexity. He?s particularly interested in learning how other organizations have approached multi-cloud data architectures, including strategies for federated access, metadata management, and avoiding vendor lock-in.",No description provided.,N/A,1,1,1
00005885,Closed,46,"Jeremy would like strategic support to help his team navigate increased business demands while managing limited resources. With a recent team member departure and no backfill, Jeremy is focused on reshuffling responsibilities and optimizing workflow to maintain outcomes without expanding headcount. He would like guidance on how he and his team can best prioritize initiatives, creatively distribute responsibilities, and balance workload to keep key projects on track.",No description provided.,N/A,1,1,1
00005721,Closed,22,"Due to an internal staffing change, Elissa has recently taken on eight new direct reports without backfill, significantly increasing her operational burden. She is struggling to balance the demands of day-to-day people management with her director-level strategic responsibilities. Elissa is looking for support in prioritization, managing with limited resources, and staying grounded and effective while everything feels urgent. She is looking to meet with an expert who could help her find clarity and sustainability amid complexity. This inquiry will aim to give Elissa practical insight, emotional validation, and a strategic perspective to help her lead effectively in this period of transition.",No description provided.,N/A,1,1,1
00005893,Closed,32,Stephanie emphasized the challenge of internal buy-in: ?It?s one thing for me to say it; it?s another for Gartner / Forrester / external experts to say it.? Key areas where external validation would help: Managing offshored teams ROI methodology (has been redesigned 3 times) Analytics best practices vs. internal skepticism,No description provided.,N/A,1,1,1
00005638,Expired,211,"<MD> is seeking expert insights on network optimization and would like to connect with someone who can provide a clear point of view (POV) on best practices and strategies in this area. He?s particularly interested in understanding how to optimize network performance, improve efficiency, and address any potential bottlenecks or challenges.",No description provided.,N/A,1,1,1
00005902,Closed,25,"Greg is ready to proceed with building <CLIENT>'s data governance program following a recent organizational reorg that placed data and analytics within sales while maintaining cross-functional responsibilities. With funding secured and strong alignment from the EVP of Sales and EVP of Marketing, Greg is focused on moving forward with governance execution in a realistic way that matches current resourcing constraints. He is looking to leverage his RAN subscription where possible, with guidance from David Plotkin to help define priorities, operating model decisions (potentially a ?federated light? approach), and foundational governance frameworks. Greg are Lori are open to additional advisory hours. Next Steps: Greg and Lori will meet to document historical data governance work and identify gaps. Using this input, and in collaboration with David P- we will align on a recommended roadmap outlining what can be supported through the existing RAN subscription versus any additional advisory engagement, including estimated time, cadence, and potential onsite work in Jacksonville. A working session with David is targeted for the week of February 9 to validate the approach and begin shaping a formal proposal and execution plan.",No description provided.,N/A,1,1,1
00005425,Closed,29,He really enjoyed his conversation with Greg Breuer. He would like to learn how to manage better technical people that are more skilled than him. He wants to learn how to be a good coach.,No description provided.,N/A,1,1,1
00005809,Closed,14,"t<CLIENT> is looking for support to help himself and five of his manager-level peers successfully navigate a major organizational shift, as their teams begin to transition key analytics and development functions to India. While hiring in India is largely complete and the technical capabilities of new hires are strong, <CLIENT>?s primary concern is manager readiness, specifically, building confidence, motivation, and effective working practices with a newly distributed team. The shift marks a departure from past contractor-led models to a fully internal team structure, which has created uncertainty and resistance among managers who feel unprepared to lead offshore teams directly. To support this, he would like to connect with an expert who has first-hand, recent experience leading a global data and analytics transformation, ideally one with parallels to the changes happening at <CLIENT> Airlines. He is particularly interested in someone who can speak candidly about both the challenges and wins of offshoring to India, offer practical advice on knowledge transfer, team motivation, and cultural alignment, and help shift his team's mindset from apprehension to ownership.",No description provided.,N/A,1,1,1
00005922,Closed,10,"Scott shared that as his team expands with three new hires, they currently lack a structured onboarding process, largely because the team itself is still relatively new and hasn?t yet had the opportunity to formalize one. While they will be building the onboarding experience in real time as these new team members start, he recognizes the risk of missing key components without a more intentional framework in place. He has an interest in receiving high-level guidance, frameworks, or best practices, particularly anything that could help him think more holistically about analytics onboarding. He?s not necessarily looking for something highly customized, but rather practical insights or resources that can help ensure they?re designing a thoughtful, comprehensive onboarding experience from the outset.",No description provided.,N/A,1,1,1
00005910,Closed,30,"Tuell is looking for support to clarify and evolve the operating model for analytics and data science at <CLIENT>, with a particular focus on the implications of being structurally embedded within IT. He sees meaningful advantages to the centralized analytics hub residing in IT- especially around building resilient, production grade systems and having closer access to engineering, platforms, and delivery capabilities. However, he also recognizes the trade-offs, including a heavier software-engineering and Agile lens that can dilute business value framing. At the same time, analytics teams embedded in business units struggle with productionization due to limited IT access, weak prioritization, and lack of shared standards. While elements of a hub-and-spoke model exist, Tuell does not believe they function as a true operating model because there is no formal connectedness, governance, resource sharing, or ?rules of the road? that spokes rely on from the central IT hub. His core challenge is understanding how federated vs. centralized models should be designed specifically when IT is in the mix, including questions of decision rights, reporting intersections, accountability, and the case for change required to align leaders who are not currently prioritizing this issue. He is looking for peer examples and experience sharing from other organizations to understand what conditions (culture, leadership alignment, incentives) must be in place for such a model to work, and how to credibly socialize and advocate for it within a complex, IT-driven enterprise context.",No description provided.,N/A,1,1,1
00005430,Closed,79,"Tracy highlighted the need for clearer communication regarding how to use the assessment results strategically. We discussed the importance of creating impactful deliverables that can be shared with her colleagues. I suggested arranging a conversation with another leader who has successfully operationalized their assessment results, Kira Barclay from <CLIENT>.",No description provided.,N/A,1,1,1
00005656,Closed,71,"<CLIENT>rti wants help understanding how to operationalize data governance?what it actually looks like when it moves from concept to execution. She?s particularly curious about the minimum vs. maximum thresholds: what?s the least you can do to make an impact, and what does ?fully built out? governance look like in practice? She?s looking for real-world guidance on what a scalable governance framework looks like, especially in large, complex organizations. This includes things like: What?s considered the ?minimum viable? data governance structure? What does best-in-class or ?fully mature? governance look like? How do others phase in or prioritize components? What kind of scheduling (like Fulune support) is needed to sustain it? - Provide examples or frameworks showing a spectrum of governance maturity, ideally including timelines, role structures, and practical implementation models. A connection to someone who?s led this kind of buildout would be especially valuable.",No description provided.,N/A,1,1,1
00005427,Closed,34,"The <CLIENT> team is looking seriously at deploying the analytics maturity assessment (AMA). Monika is on Leland's team and is spearheading a lot of the evaluation. She prompted Leland to approach us about this. The <CLIENT> team will speak with <MD> Demarest on 2/12, attend our Federated Operating Models roundtable on 2/13, and learn form Kira Barclay how to effectively leverage the AMA on 2/14. The goal in this third engagement is to keep the momentum and reinforce the value of this assessment to secure the AMA sale.",No description provided.,N/A,1,1,1
00005686,Expired,166,"Chris is actively evaluating the effectiveness of <CLIENT>?s current matrixed team structure, where data scientists collaborate cross-functionally with data engineers, program managers, and other technical roles. While this approach offers flexibility, it can create transactional interactions and hinder alignment around shared mission goals. To drive more cohesive execution of AI initiatives, Chris is exploring the potential value of embedding complementary roles?such as data engineers and project managers?directly within the data science team. This integrated model would foster greater continuity, reduce communication friction, and ensure that all team members are deeply aligned with the strategic objectives of AI projects. It also supports a more agile response to evolving priorities and accelerates delivery by enabling tighter collaboration within a unified team. As <CLIENT> prepares for the next phase of its AI journey, this reorganization is a forward-looking investment in scalability, accountability, and long-term value creation.",No description provided.,N/A,1,1,1
00005526,Closed,42,"Matt is focused on optimizing the support and structure of his data science and engineering teams to facilitate scaling and long-term efficiency. He's currently navigating challenges related to resource allocation, specifically the ratio of data scientists to data engineers, and is seeking industry best practices to ensure optimal team performance and avoid operational bottlenecks. Matt is also exploring the transition from a short-term, rotating team model to a more integrated ""fusion team"" structure, aiming to improve collaboration and long-term scalability. He is particularly interested in identifying key performance indicators (KPIs) to guide this transition and understanding how to implement it smoothly. Additionally, Matt is addressing the unique support needs of senior data scientists, who often require ""thinking buddy"" engagements for problem-solving and strategic ideation. He's looking for scalable solutions to provide this high-level support without overburdening these experts or disrupting their focus on core competencies. Ultimately, Matt seeks expert guidance on optimal resource allocation, effective transition strategies to long-term team models, and scalable support systems for senior data scientists to enhance overall team productivity and strategic output.",No description provided.,N/A,1,1,1
00005737,Expired,144,"Zach is hoping to get support around improving cross-functional collaboration and establishing effective ?ways of working? between McDonald?s data science and engineering organizations. Amid ongoing transformation efforts and organizational complexity, Zach's team often overlaps in skill sets with the new AI Engineering team under the tech org. This has led to challenges around ownership, duplicated efforts, and inconsistent practices, where individuals sometimes bypass established processes to move faster, which creates unintended inefficiencies and cultural friction. Zach is looking for input on how to navigate and overcome these cultural and structural barriers without adding more process for process's sake. He?s interested in best practices from peers at other large organizations who?ve addressed similar dynamics, and would benefit from guidance or frameworks that can help align stakeholders on collaboration models, roles, and accountability.",No description provided.,N/A,1,1,1
00005696,Expired,55,"Rachel and the rest of her ALG group are continuing to develop their project and are looking for insights and support from an expert or peer who has organized unstructured data and can shed light on some successes that they have found around dealing with difficulties such as; trouble analyzing at scale, ambiguity, tooling, storage, and retrieval",No description provided.,N/A,1,1,1
00005659,Expired,196,Interested in connecting with leaders like Jeff at P&G (suggested by Jack) or others leading AI adoption in pharma. Target timing: Late June or Late July 2025.,No description provided.,N/A,1,1,1
00005523,Closed,0,"Follow up conversation with Michael Barber, presented to Balaji as a peer exchange. Discussed call center analytics and AI Integration.",No description provided.,N/A,1,1,1
00005835,Closed,8,Robert is one of three people at <CLIENT> who works within people analytics. He has an interest in connecting with a peer who is also in a people analytics role to compare notes.,No description provided.,N/A,1,1,1
00005666,Closed,77,"<CLIENT> is seeking expert guidance on AI strategy, specifically tailored to performance reporting, dashboards, and analytics within <CLIENT>?s Financial Services team. The focus is on identifying practical AI applications that enhance reporting capabilities while aligning with <CLIENT>?s deliberate, thoughtful, and culturally intentional approach to AI implementation. <CLIENT> aims to move forward in a controlled and measured way rather than rushing to adopt every new AI opportunity. The support needed includes connecting with an expert who understands this balance and can provide actionable insights for integrating AI use cases that respect capacity constraints and organizational readiness.",No description provided.,N/A,1,1,1
00005751,Closed,41,"<CLIENT> and Greg are aiming to schedule a follow-up session with <MD> Demarest toward the end of September, following their federated planning workshop with Katie?s team on September 18. In the follow-up, they hope to build on that momentum by bringing more advanced questions and discussing evolving needs tied to their federated operating model. A central focus of the upcoming session will be how to effectively support business units at various stages of federation: those that have transitioned, those currently transitioning, and those in pre-federation readiness. Greg raised the challenge of central support when multiple teams are in different phases, and the group is looking to <MD> for both strategic and practical guidance.",No description provided.,N/A,1,1,1
